"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 07:14:04 GMT 2023","Thu Apr 13 07:14:06 GMT 2023","1920","","test_playwright","","","","test_playwright_updatesnapshot[chromium]",""
"passed","Thu Apr 13 07:14:07 GMT 2023","Thu Apr 13 07:14:07 GMT 2023","0","","test_playwright","","","","test_playwright_updatesnapshot_multi[chromium]",""
"passed","Thu Apr 13 07:14:01 GMT 2023","Thu Apr 13 07:14:19 GMT 2023","18267","","test_playwright","","","","test_playwright_matchingsnapshot[chromium]",""
"passed","Thu Apr 13 07:14:08 GMT 2023","Thu Apr 13 07:14:08 GMT 2023","1","","test_playwright","","","","test_playwright_matchingsnapshot_multi[chromium]",""
"passed","Thu Apr 13 07:14:12 GMT 2023","Thu Apr 13 07:14:13 GMT 2023","579","","test_selenium","","","","test_selenium_goldensnapshot",""
"passed","Thu Apr 13 07:14:21 GMT 2023","Thu Apr 13 07:14:50 GMT 2023","29234","","test_playwright","","","","test_playwright_nonmatchingsnapshot[chromium]",""
"passed","Thu Apr 13 07:14:27 GMT 2023","Thu Apr 13 07:14:27 GMT 2023","472","","test_selenium","","","","test_selenium_matchingsnapshot_element",""
"passed","Thu Apr 13 07:14:26 GMT 2023","Thu Apr 13 07:14:26 GMT 2023","0","","test_selenium","","","","test_selenium_updatesnapshot_multi",""
"passed","Thu Apr 13 07:14:18 GMT 2023","Thu Apr 13 07:14:24 GMT 2023","6025","","test_selenium","","","","test_selenium_nonmatchingsnapshot",""
"passed","Thu Apr 13 07:14:07 GMT 2023","Thu Apr 13 07:14:07 GMT 2023","0","","test_playwright","","","","test_playwright_goldensnapshot_multi[chromium]",""
"passed","Thu Apr 13 07:14:20 GMT 2023","Thu Apr 13 07:14:21 GMT 2023","799","","test_selenium","","","","test_selenium_updatesnapshot_element",""
"passed","Thu Apr 13 07:14:17 GMT 2023","Thu Apr 13 07:14:18 GMT 2023","724","","test_selenium","","","","test_selenium_goldensnapshot_element",""
"passed","Thu Apr 13 07:14:24 GMT 2023","Thu Apr 13 07:14:24 GMT 2023","673","","test_selenium","","","","test_selenium_nonmatchingsnapshot_element",""
"passed","Thu Apr 13 07:14:05 GMT 2023","Thu Apr 13 07:14:07 GMT 2023","1545","","test_playwright","","","","test_playwright_matchingsnapshot_element[chromium]",""
"passed","Thu Apr 13 07:14:52 GMT 2023","Thu Apr 13 07:14:52 GMT 2023","0","","test_selenium","","","","test_selenium_goldensnapshot_multi",""
"passed","Thu Apr 13 07:14:01 GMT 2023","Thu Apr 13 07:14:03 GMT 2023","2155","","test_playwright","","","","test_playwright_goldensnapshot[chromium]",""
"passed","Thu Apr 13 07:14:15 GMT 2023","Thu Apr 13 07:14:15 GMT 2023","457","","test_selenium","","","","test_selenium_updatesnapshot",""
"passed","Thu Apr 13 07:14:29 GMT 2023","Thu Apr 13 07:14:29 GMT 2023","1","","test_selenium","","","","test_selenium_nonmatchingsnapshot_multi",""
"passed","Thu Apr 13 07:14:08 GMT 2023","Thu Apr 13 07:14:10 GMT 2023","1621","","test_playwright","","","","test_playwright_nonmatchingsnapshot_element[chromium]",""
"passed","Thu Apr 13 07:14:13 GMT 2023","Thu Apr 13 07:14:16 GMT 2023","3511","","test_selenium","","","","test_selenium_matchingsnapshot",""
"passed","Thu Apr 13 07:14:03 GMT 2023","Thu Apr 13 07:14:05 GMT 2023","1422","","test_playwright","","","","test_playwright_updatesnapshot_element[chromium]",""
"passed","Thu Apr 13 07:14:28 GMT 2023","Thu Apr 13 07:14:28 GMT 2023","0","","test_selenium","","","","test_selenium_matchingsnapshot_multi",""
"passed","Thu Apr 13 07:14:01 GMT 2023","Thu Apr 13 07:14:02 GMT 2023","1564","","test_playwright","","","","test_playwright_goldensnapshot_element[chromium]",""
"passed","Thu Apr 13 07:14:11 GMT 2023","Thu Apr 13 07:14:11 GMT 2023","0","","test_playwright","","","","test_playwright_nonmatchingsnapshot_multi[chromium]",""
