"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 17:04:28 GMT 2023","Thu Apr 13 17:04:29 GMT 2023","1352","","test_playwright","","","","test_playwright_updatesnapshot_element[chromium]",""
"passed","Thu Apr 13 17:04:48 GMT 2023","Thu Apr 13 17:04:48 GMT 2023","0","","test_selenium","","","","test_selenium_matchingsnapshot_multi",""
"passed","Thu Apr 13 17:04:44 GMT 2023","Thu Apr 13 17:04:45 GMT 2023","763","","test_selenium","","","","test_selenium_updatesnapshot_element",""
"passed","Thu Apr 13 17:04:26 GMT 2023","Thu Apr 13 17:04:39 GMT 2023","13321","","test_playwright","","","","test_playwright_matchingsnapshot[chromium]",""
"passed","Thu Apr 13 17:04:31 GMT 2023","Thu Apr 13 17:04:31 GMT 2023","1","","test_playwright","","","","test_playwright_nonmatchingsnapshot_multi[chromium]",""
"passed","Thu Apr 13 17:04:43 GMT 2023","Thu Apr 13 17:04:44 GMT 2023","884","","test_selenium","","","","test_selenium_goldensnapshot_element",""
"passed","Thu Apr 13 17:04:35 GMT 2023","Thu Apr 13 17:04:35 GMT 2023","451","","test_selenium","","","","test_selenium_goldensnapshot",""
"passed","Thu Apr 13 17:04:38 GMT 2023","Thu Apr 13 17:04:41 GMT 2023","3253","","test_selenium","","","","test_selenium_matchingsnapshot",""
"passed","Thu Apr 13 17:04:46 GMT 2023","Thu Apr 13 17:04:46 GMT 2023","0","","test_selenium","","","","test_selenium_goldensnapshot_multi",""
"passed","Thu Apr 13 17:04:31 GMT 2023","Thu Apr 13 17:04:33 GMT 2023","1309","","test_playwright","","","","test_playwright_nonmatchingsnapshot_element[chromium]",""
"passed","Thu Apr 13 17:04:30 GMT 2023","Thu Apr 13 17:04:30 GMT 2023","1","","test_playwright","","","","test_playwright_goldensnapshot_multi[chromium]",""
"passed","Thu Apr 13 17:04:28 GMT 2023","Thu Apr 13 17:04:29 GMT 2023","1577","","test_playwright","","","","test_playwright_updatesnapshot[chromium]",""
"passed","Thu Apr 13 17:05:05 GMT 2023","Thu Apr 13 17:05:06 GMT 2023","442","","test_selenium","","","","test_selenium_matchingsnapshot_element",""
"passed","Thu Apr 13 17:04:25 GMT 2023","Thu Apr 13 17:04:27 GMT 2023","1444","","test_playwright","","","","test_playwright_goldensnapshot_element[chromium]",""
"passed","Thu Apr 13 17:04:30 GMT 2023","Thu Apr 13 17:04:30 GMT 2023","0","","test_playwright","","","","test_playwright_updatesnapshot_multi[chromium]",""
"passed","Thu Apr 13 17:04:38 GMT 2023","Thu Apr 13 17:04:42 GMT 2023","4440","","test_selenium","","","","test_selenium_nonmatchingsnapshot",""
"passed","Thu Apr 13 17:04:25 GMT 2023","Thu Apr 13 17:04:27 GMT 2023","1582","","test_playwright","","","","test_playwright_goldensnapshot[chromium]",""
"passed","Thu Apr 13 17:04:40 GMT 2023","Thu Apr 13 17:05:04 GMT 2023","24293","","test_playwright","","","","test_playwright_nonmatchingsnapshot[chromium]",""
"passed","Thu Apr 13 17:04:35 GMT 2023","Thu Apr 13 17:04:35 GMT 2023","504","","test_selenium","","","","test_selenium_updatesnapshot",""
"passed","Thu Apr 13 17:04:29 GMT 2023","Thu Apr 13 17:04:31 GMT 2023","1303","","test_playwright","","","","test_playwright_matchingsnapshot_element[chromium]",""
"passed","Thu Apr 13 17:04:45 GMT 2023","Thu Apr 13 17:04:46 GMT 2023","643","","test_selenium","","","","test_selenium_nonmatchingsnapshot_element",""
"passed","Thu Apr 13 17:04:49 GMT 2023","Thu Apr 13 17:04:49 GMT 2023","0","","test_selenium","","","","test_selenium_nonmatchingsnapshot_multi",""
"passed","Thu Apr 13 17:04:48 GMT 2023","Thu Apr 13 17:04:48 GMT 2023","1","","test_selenium","","","","test_selenium_updatesnapshot_multi",""
"passed","Thu Apr 13 17:04:31 GMT 2023","Thu Apr 13 17:04:31 GMT 2023","0","","test_playwright","","","","test_playwright_matchingsnapshot_multi[chromium]",""
