"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 09 14:11:31 GMT 2023","Sun Apr 09 14:11:31 GMT 2023","1","","testplaywright","","","","test_updatesnapshot_multi[chromium]",""
"passed","Sun Apr 09 14:11:25 GMT 2023","Sun Apr 09 14:11:26 GMT 2023","1521","","testplaywright","","","","test_updatesnapshot_element[chromium]",""
"passed","Sun Apr 09 14:11:01 GMT 2023","Sun Apr 09 14:11:22 GMT 2023","20439","","testplaywright","","","","test_nonmatchingsnapshot[chromium]",""
"passed","Sun Apr 09 14:10:53 GMT 2023","Sun Apr 09 14:11:01 GMT 2023","8228","","testplaywright","","","","test_matchingsnapshot[chromium]",""
"passed","Sun Apr 09 14:11:27 GMT 2023","Sun Apr 09 14:11:28 GMT 2023","1305","","testplaywright","","","","test_matchingsnapshot_element[chromium]",""
"passed","Sun Apr 09 14:11:30 GMT 2023","Sun Apr 09 14:11:30 GMT 2023","1","","testplaywright","","","","test_goldensnapshot_multi[chromium]",""
"passed","Sun Apr 09 14:11:31 GMT 2023","Sun Apr 09 14:11:31 GMT 2023","1","","testplaywright","","","","test_matchingsnapshot_multi[chromium]",""
"passed","Sun Apr 09 14:11:28 GMT 2023","Sun Apr 09 14:11:30 GMT 2023","1121","","testplaywright","","","","test_nonmatchingsnapshot_element[chromium]",""
"passed","Sun Apr 09 14:11:22 GMT 2023","Sun Apr 09 14:11:24 GMT 2023","1644","","testplaywright","","","","test_goldensnapshot_element[chromium]",""
"passed","Sun Apr 09 14:11:32 GMT 2023","Sun Apr 09 14:11:32 GMT 2023","1","","testplaywright","","","","test_nonmatchingsnapshot_multi[chromium]",""
"passed","Sun Apr 09 14:10:51 GMT 2023","Sun Apr 09 14:10:52 GMT 2023","1319","","testplaywright","","","","test_updatesnapshot[chromium]",""
"passed","Sun Apr 09 14:10:49 GMT 2023","Sun Apr 09 14:10:50 GMT 2023","1413","","testplaywright","","","","test_goldensnapshot[chromium]",""
