"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 09 13:54:33 GMT 2023","Sun Apr 09 13:54:33 GMT 2023","0","","testplaywright","","","","test_nonmatchingsnapshot_multi[chromium]",""
"passed","Sun Apr 09 13:54:04 GMT 2023","Sun Apr 09 13:54:24 GMT 2023","19924","","testplaywright","","","","test_nonmatchingsnapshot[chromium]",""
"passed","Sun Apr 09 13:54:32 GMT 2023","Sun Apr 09 13:54:32 GMT 2023","0","","testplaywright","","","","test_goldensnapshot_multi[chromium]",""
"passed","Sun Apr 09 13:54:28 GMT 2023","Sun Apr 09 13:54:30 GMT 2023","1350","","testplaywright","","","","test_matchingsnapshot_element[chromium]",""
"passed","Sun Apr 09 13:54:33 GMT 2023","Sun Apr 09 13:54:33 GMT 2023","1","","testplaywright","","","","test_matchingsnapshot_multi[chromium]",""
"passed","Sun Apr 09 13:53:52 GMT 2023","Sun Apr 09 13:53:53 GMT 2023","1488","","testplaywright","","","","test_goldensnapshot[chromium]",""
"passed","Sun Apr 09 13:54:32 GMT 2023","Sun Apr 09 13:54:32 GMT 2023","0","","testplaywright","","","","test_updatesnapshot_multi[chromium]",""
"passed","Sun Apr 09 13:54:30 GMT 2023","Sun Apr 09 13:54:31 GMT 2023","1118","","testplaywright","","","","test_nonmatchingsnapshot_element[chromium]",""
"passed","Sun Apr 09 13:54:26 GMT 2023","Sun Apr 09 13:54:28 GMT 2023","1355","","testplaywright","","","","test_updatesnapshot_element[chromium]",""
"passed","Sun Apr 09 13:53:55 GMT 2023","Sun Apr 09 13:54:04 GMT 2023","8129","","testplaywright","","","","test_matchingsnapshot[chromium]",""
"passed","Sun Apr 09 13:53:54 GMT 2023","Sun Apr 09 13:53:55 GMT 2023","1341","","testplaywright","","","","test_updatesnapshot[chromium]",""
"passed","Sun Apr 09 13:54:25 GMT 2023","Sun Apr 09 13:54:26 GMT 2023","1318","","testplaywright","","","","test_goldensnapshot_element[chromium]",""
