"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Apr 09 11:00:21 GMT 2023","Sun Apr 09 11:00:40 GMT 2023","18333","","testplaywright","","","","test_matchingsnapshot[chromium]",""
"passed","Sun Apr 09 11:01:02 GMT 2023","Sun Apr 09 11:01:03 GMT 2023","1305","","testplaywright","","","","test_updatesnapshot_element[chromium]",""
"passed","Sun Apr 09 11:01:08 GMT 2023","Sun Apr 09 11:01:08 GMT 2023","1","","testplaywright","","","","test_nonmatchingsnapshot_multi[chromium]",""
"passed","Sun Apr 09 11:00:18 GMT 2023","Sun Apr 09 11:00:19 GMT 2023","1478","","testplaywright","","","","test_goldensnapshot[chromium]",""
"passed","Sun Apr 09 11:01:07 GMT 2023","Sun Apr 09 11:01:07 GMT 2023","1","","testplaywright","","","","test_updatesnapshot_multi[chromium]",""
"passed","Sun Apr 09 11:00:19 GMT 2023","Sun Apr 09 11:00:21 GMT 2023","1370","","testplaywright","","","","test_updatesnapshot[chromium]",""
"passed","Sun Apr 09 11:01:05 GMT 2023","Sun Apr 09 11:01:07 GMT 2023","1236","","testplaywright","","","","test_nonmatchingsnapshot_element[chromium]",""
"passed","Sun Apr 09 11:01:08 GMT 2023","Sun Apr 09 11:01:08 GMT 2023","1","","testplaywright","","","","test_matchingsnapshot_multi[chromium]",""
"passed","Sun Apr 09 11:01:00 GMT 2023","Sun Apr 09 11:01:01 GMT 2023","1202","","testplaywright","","","","test_goldensnapshot_element[chromium]",""
"passed","Sun Apr 09 11:01:07 GMT 2023","Sun Apr 09 11:01:07 GMT 2023","1","","testplaywright","","","","test_goldensnapshot_multi[chromium]",""
"failed","Sun Apr 09 11:01:04 GMT 2023","Sun Apr 09 11:01:05 GMT 2023","1492","","testplaywright","","","","test_matchingsnapshot_element[chromium]",""
"passed","Sun Apr 09 11:00:40 GMT 2023","Sun Apr 09 11:01:00 GMT 2023","19523","","testplaywright","","","","test_nonmatchingsnapshot[chromium]",""
